feature,feature_idx,m_i,s_used,context,prompt,condition,c,sample,baseline_p,a_i_max,active,passed_floor,p_concept,gen_success_frac,gen_success_any,perplexity
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=1.0),1.0,1,0.7329027056694031,51.65818405151367,True,True,0.20197638869285583,0.0625,1,4.143560886383057
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=1.0),1.0,2,0.7329027056694031,51.65818405151367,True,True,0.20197638869285583,0.09375,1,5.482966423034668
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=1.0),1.0,3,0.7329027056694031,51.65818405151367,True,True,0.20197638869285583,0.03125,1,5.448540687561035
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=1.0),1.0,4,0.7329027056694031,51.65818405151367,True,True,0.20197638869285583,0.0,0,9.337809562683105
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=1.0),1.0,5,0.7329027056694031,51.65818405151367,True,True,0.20197638869285583,0.09375,1,9.524860382080078
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=1.0),1.0,6,0.7329027056694031,51.65818405151367,True,True,0.20197638869285583,0.03125,1,4.816709995269775
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=1.0),1.0,7,0.7329027056694031,51.65818405151367,True,True,0.20197638869285583,0.03125,1,3.6919775009155273
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=1.0),1.0,8,0.7329027056694031,51.65818405151367,True,True,0.20197638869285583,0.0625,1,5.356011390686035
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=1.0),1.0,9,0.7329027056694031,51.65818405151367,True,True,0.20197638869285583,0.03125,1,3.7481026649475098
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,0,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.03125,1,3.364168405532837
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,1,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.0625,1,8.073490142822266
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,2,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.03125,1,6.4474711418151855
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,3,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.03125,1,4.04694128036499
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,4,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.0,0,7.85727596282959
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,5,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.03125,1,10.218372344970703
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,6,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.03125,1,5.111878871917725
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,7,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.03125,1,3.6919775009155273
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,8,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.03125,1,6.387134552001953
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=2.0),2.0,9,0.7329027056694031,51.65818405151367,True,True,0.12086111307144165,0.0,0,5.677673816680908
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,0,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.03125,1,4.601702690124512
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,1,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.0625,1,6.446096897125244
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,2,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.09375,1,5.482966423034668
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,3,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.03125,1,4.820669651031494
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,4,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.0,0,8.729166030883789
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,5,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.03125,1,5.941216945648193
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,6,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.0625,1,4.60329008102417
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,7,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.03125,1,3.6919775009155273
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,8,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.0625,1,5.356011390686035
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=2.0),2.0,9,0.7329027056694031,51.65818405151367,True,True,0.2010968029499054,0.03125,1,3.7481026649475098
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,0,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.0,0,4.495865821838379
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,1,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.0,0,5.079189300537109
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,2,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.0,0,4.0470075607299805
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,3,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.03125,1,4.04694128036499
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,4,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.0,0,8.90444564819336
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,5,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.0,0,6.930394172668457
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,6,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.03125,1,4.947904586791992
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,7,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.0,0,3.834245443344116
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,8,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.0,0,6.792095184326172
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,neg(c=4.0),4.0,9,0.7329027056694031,51.65818405151367,True,True,0.0198027603328228,0.0,0,4.50775146484375
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,0,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.03125,1,4.534542083740234
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,1,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.0625,1,3.7810096740722656
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,2,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.0625,1,4.842252254486084
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,3,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.03125,1,5.1594085693359375
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,4,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.0625,1,8.214620590209961
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,5,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.03125,1,6.100433349609375
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,6,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.09375,1,6.054997444152832
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,7,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.03125,1,4.745635986328125
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,8,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.03125,1,6.573802947998047
hair,8827,35.88200378417969,10.0,elicit,After the shower she grabbed a towel and started drying her,rand(c=4.0),4.0,9,0.7329027056694031,51.65818405151367,True,True,0.19842636585235596,0.03125,1,5.031503677368164
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,0,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.03125,1,6.886058807373047
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,1,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.0625,1,8.447629928588867
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,2,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.03125,1,6.289950847625732
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,3,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.0625,1,5.552455902099609
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,4,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.03125,1,6.043023109436035
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,5,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.03125,1,10.92987060546875
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,6,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.03125,1,6.030284881591797
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,7,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.03125,1,12.524689674377441
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,8,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.0625,1,4.488887786865234
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,baseline,,9,0.6934937238693237,26.02644920349121,True,True,0.19271732866764069,0.03125,1,7.357382774353027
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,0,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,1.0,1,10.9107084274292
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,1,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,1.0,1,8.195133209228516
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,2,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,1.0,1,15.144390106201172
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,3,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,1.0,1,10.058481216430664
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,4,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,0.96875,1,8.932665824890137
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,5,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,1.0,1,6.6272711753845215
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,6,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,1.0,1,7.304378032684326
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,7,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,1.0,1,17.67589569091797
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,8,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,1.0,1,13.20398235321045
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,amplify,,9,0.6934937238693237,26.02644920349121,True,True,0.200656920671463,1.0,1,13.017330169677734
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,0,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.03125,1,6.886058807373047
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,1,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.0625,1,8.447629928588867
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,2,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.03125,1,6.289950847625732
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,3,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.0625,1,5.552455902099609
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,4,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.03125,1,6.043023109436035
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,5,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.03125,1,10.92987060546875
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,6,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.03125,1,6.030284881591797
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,7,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.03125,1,12.524689674377441
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,8,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.0625,1,4.488887786865234
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,ablate(c=0),0.0,9,0.6934937238693237,26.02644920349121,True,True,0.18349212408065796,0.03125,1,7.357382774353027
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,0,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.03125,1,6.886058807373047
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,1,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.0625,1,8.447629928588867
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,2,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.03125,1,6.289950847625732
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,3,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.0625,1,5.552455902099609
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,4,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.03125,1,6.192243576049805
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,5,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.03125,1,10.92987060546875
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,6,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.03125,1,6.030284881591797
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,7,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.0625,1,7.997620105743408
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,8,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.0625,1,4.638622283935547
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.25),0.25,9,0.6934937238693237,26.02644920349121,True,True,0.1788022816181183,0.03125,1,7.357382774353027
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,0,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.03125,1,6.886058807373047
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,1,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.09375,1,7.1471099853515625
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,2,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.03125,1,6.289950847625732
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,3,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.0625,1,5.875021934509277
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,4,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.03125,1,6.043023109436035
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,5,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.03125,1,10.92987060546875
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,6,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.03125,1,6.030284881591797
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,7,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.03125,1,12.524689674377441
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,8,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.0625,1,4.488887786865234
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.25),0.25,9,0.6934937238693237,26.02644920349121,True,True,0.19079911708831787,0.03125,1,7.357382774353027
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,0,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.03125,1,6.886058807373047
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,1,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.0625,1,8.447629928588867
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,2,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.03125,1,6.289950847625732
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,3,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.0625,1,5.552455902099609
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,4,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.03125,1,6.192243576049805
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,5,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.03125,1,8.828645706176758
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,6,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.03125,1,6.030284881591797
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,7,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.0625,1,7.997620105743408
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,8,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.0625,1,4.638622283935547
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=0.5),0.5,9,0.6934937238693237,26.02644920349121,True,True,0.17350192368030548,0.03125,1,7.357382774353027
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,0,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.03125,1,6.886058807373047
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,1,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.09375,1,7.1471099853515625
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,2,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.03125,1,6.15355920791626
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,3,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.0625,1,5.875021934509277
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,4,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.03125,1,6.043023109436035
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,5,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.03125,1,10.92987060546875
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,6,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.03125,1,6.030284881591797
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,7,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.03125,1,12.524689674377441
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,8,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.0625,1,4.488887786865234
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=0.5),0.5,9,0.6934937238693237,26.02644920349121,True,True,0.19035927951335907,0.03125,1,7.357382774353027
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,0,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.03125,1,6.886058807373047
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,1,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.0625,1,8.74043083190918
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,2,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.03125,1,6.289950847625732
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,3,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.0625,1,7.50827693939209
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,4,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.03125,1,6.192243576049805
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,5,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.03125,1,5.923454284667969
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,6,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.03125,1,6.341761112213135
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,7,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.0625,1,7.997620105743408
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,8,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.0625,1,4.638622283935547
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=1.0),1.0,9,0.6934937238693237,26.02644920349121,True,True,0.16070997714996338,0.03125,1,5.698461532592773
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,0,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.03125,1,6.886058807373047
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,1,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.0625,1,6.191478729248047
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,2,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.03125,1,6.15355920791626
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,3,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.0625,1,5.875021934509277
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,4,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.03125,1,6.043023109436035
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,5,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.03125,1,5.585994243621826
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,6,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.03125,1,6.030284881591797
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,7,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.03125,1,9.508383750915527
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,8,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.0625,1,4.488887786865234
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,rand(c=1.0),1.0,9,0.6934937238693237,26.02644920349121,True,True,0.18941976130008698,0.03125,1,7.357382774353027
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=2.0),2.0,0,0.6934937238693237,26.02644920349121,True,True,0.12375771254301071,0.0,0,8.760241508483887
hair,8827,35.88200378417969,10.0,elicit,Before the wedding the stylist spent an hour on her,neg(c=2.0),2.0,1,0.6934937238693237,26.02644920349121,True,True,0.12375771254301071,0.0625,1,10.290298461914062
